test/success_rate,test/mean_Q,test/episode,stats_o/std,train/critic_loss,epoch,train/success_rate,train/episode,stats_g/std,stats_o/mean,stats_g/mean
0.09166666666666667,-24.016518,440.0,0.048439305,0.13722704,21,0.06666666666666667,2200.0,0.061070923,0.20122391,0.83865523
0.05833333333333334,-25.82313,460.0,0.04935232,0.124791615,22,0.06666666666666667,2300.0,0.061033394,0.20115918,0.8385617
0.06666666666666667,-25.540476,480.0,0.050381225,0.11690054,23,0.055,2400.0,0.060994383,0.2011141,0.83860964
0.09999999999999999,-24.042593,500.0,0.051247288,0.103559524,24,0.065,2500.0,0.0609922,0.20115219,0.83863026
0.05000000000000001,-24.230768,520.0,0.051584315,0.15944278,25,0.05833333333333333,2600.0,0.060999896,0.20117451,0.8386156
0.075,-24.812906,540.0,0.052107945,0.0991616,26,0.085,2700.0,0.06101734,0.2011643,0.83854574
0.11666666666666665,-22.603745,560.0,0.05256833,0.08700693,27,0.06666666666666667,2800.0,0.060992643,0.20113723,0.8386245
0.041666666666666664,-26.175543,580.0,0.0530245,0.06708926,28,0.05333333333333334,2900.0,0.060993746,0.20115311,0.8385832
0.041666666666666664,-27.325684,600.0,0.05344255,0.09907832,29,0.08166666666666667,3000.0,0.0610145,0.20114742,0.8385244
0.05000000000000001,-25.26892,620.0,0.05359971,0.07978372,30,0.07166666666666666,3100.0,0.06100824,0.2011519,0.83853674
0.06666666666666667,-26.092651,640.0,0.05394156,0.124404185,31,0.065,3200.0,0.061030593,0.20115946,0.8384364
0.09166666666666667,-26.224794,660.0,0.054407496,0.07618392,32,0.07500000000000001,3300.0,0.061020765,0.20119832,0.83846754
0.049999999999999996,-27.386995,680.0,0.05483611,0.12128085,33,0.06666666666666667,3400.0,0.06101742,0.20122153,0.8384652
0.075,-26.291216,700.0,0.055573102,0.0797663,34,0.07333333333333333,3500.0,0.061012957,0.20121641,0.8384891
0.08333333333333333,-27.313913,720.0,0.056302074,0.10387098,35,0.07666666666666667,3600.0,0.06106551,0.20122875,0.8385356
0.05833333333333334,-29.01103,740.0,0.056920934,0.098438375,36,0.07666666666666667,3700.0,0.061092917,0.20125039,0.8385957
0.08333333333333333,-29.326912,760.0,0.057813462,0.1036737,37,0.05833333333333334,3800.0,0.061064318,0.2012615,0.83855253
0.09166666666666667,-29.405294,780.0,0.058699254,0.11841305,38,0.07666666666666667,3900.0,0.06105471,0.201317,0.8385594
0.08333333333333333,-30.205566,800.0,0.05938722,0.1668927,39,0.06666666666666667,4000.0,0.06102777,0.2013549,0.83857036
0.06666666666666667,-29.72548,820.0,0.06027871,0.08686628,40,0.08833333333333333,4100.0,0.061050806,0.20136577,0.83852404
0.025000000000000005,-32.45239,840.0,0.060932636,0.102482855,41,0.07166666666666667,4200.0,0.06103165,0.2013951,0.83857566
0.09166666666666667,-31.559282,860.0,0.06130789,0.22475381,42,0.09000000000000001,4300.0,0.061017837,0.20140165,0.83856875
0.05833333333333333,-32.169106,880.0,0.061693043,0.09162726,43,0.07833333333333334,4400.0,0.061014984,0.2014022,0.8385959
0.05833333333333333,-32.161884,900.0,0.06187274,0.1327038,44,0.06333333333333334,4500.0,0.0610193,0.20140652,0.8386062
0.041666666666666664,-32.899143,920.0,0.061952423,0.0776893,45,0.08333333333333333,4600.0,0.06103042,0.20139606,0.83857465
0.041666666666666664,-34.306793,940.0,0.061995942,0.07350176,46,0.09833333333333333,4700.0,0.06105354,0.20138453,0.83852834
0.13333333333333333,-31.974962,960.0,0.061919108,0.13439842,47,0.06333333333333334,4800.0,0.0610451,0.20138039,0.8385796
0.07500000000000001,-32.797985,980.0,0.061883975,0.10890629,48,0.08333333333333333,4900.0,0.061054558,0.20136692,0.83860254
0.12500000000000003,-30.18128,1000.0,0.061837148,0.2374798,49,0.10333333333333335,5000.0,0.061039243,0.20136316,0.83865714
