train/success_rate,train/critic_loss,stats_o/std,stats_g/std,train/episode,test/reward_compute_count,test/success_rate,stats_g/mean,test/mean_Q,test/episode,epoch,test/ag_g_dist,train/reward_compute_count,stats_o/mean
0.08999999999999998,0.31915024,1.0070153,0.2238198,17500.0,175000.0,0.375,0.37863073,-7.2698665,3500.0,174,0.4141219,875000.0,0.18052472
0.08666666666666667,0.2895508,1.007198,0.2238044,17600.0,176000.0,0.275,0.3786641,-7.596247,3520.0,175,0.39808404,880000.0,0.18051821
0.09333333333333334,0.26594618,1.0073867,0.22380067,17700.0,177000.0,0.3499999999999999,0.3787113,-8.230817,3540.0,176,0.43925914,885000.0,0.18052179
0.105,0.27400014,1.0075825,0.22380061,17800.0,178000.0,0.3666666666666667,0.3786784,-7.031414,3560.0,177,0.3828176,890000.0,0.18050992
0.09999999999999999,0.2712057,1.0077766,0.22380476,17900.0,179000.0,0.325,0.37866643,-8.211595,3580.0,178,0.4328085,895000.0,0.18049513
0.10999999999999999,0.32259083,1.0079715,0.2237881,18000.0,180000.0,0.30833333333333335,0.37869835,-7.6851444,3600.0,179,0.40154466,900000.0,0.18047397
0.09833333333333334,0.36019334,1.00816,0.22376783,18100.0,181000.0,0.25833333333333336,0.3787218,-7.432879,3620.0,180,0.376304,905000.0,0.18047321
0.10166666666666668,0.24946737,1.0083854,0.2237715,18200.0,182000.0,0.3333333333333333,0.37874475,-8.5998125,3640.0,181,0.42992973,910000.0,0.18045218
0.09833333333333333,0.28108034,1.0086043,0.2237596,18300.0,183000.0,0.35833333333333334,0.37873682,-6.635241,3660.0,182,0.366779,915000.0,0.18044096
0.10833333333333334,0.36319888,1.0087924,0.2237457,18400.0,184000.0,0.4083333333333334,0.3787773,-6.925306,3680.0,183,0.38730112,920000.0,0.18044198
0.09999999999999999,0.41981113,1.008963,0.22372103,18500.0,185000.0,0.3,0.37879857,-7.031717,3700.0,184,0.3809068,925000.0,0.1804198
0.10000000000000002,0.26874897,1.0091491,0.2237309,18600.0,186000.0,0.3333333333333333,0.3788037,-7.955616,3720.0,185,0.41810036,930000.0,0.18040903
0.09666666666666668,0.3134334,1.0093374,0.22373493,18700.0,187000.0,0.4000000000000001,0.37880072,-7.2828827,3740.0,186,0.37870285,935000.0,0.1804002
0.11833333333333333,0.27941826,1.0095186,0.22369717,18800.0,188000.0,0.3416666666666666,0.3788353,-7.3473988,3760.0,187,0.38799015,940000.0,0.18039358
0.09333333333333334,0.28691885,1.0097191,0.22369766,18900.0,189000.0,0.3166666666666667,0.3788683,-8.161754,3780.0,188,0.42997742,945000.0,0.18037917
0.085,0.2597305,1.0099394,0.22371064,19000.0,190000.0,0.35000000000000003,0.37888506,-7.0970917,3800.0,189,0.401575,950000.0,0.1803854
0.09833333333333334,0.32830295,1.0101548,0.22367503,19100.0,191000.0,0.3333333333333333,0.37891546,-7.074323,3820.0,190,0.37974715,955000.0,0.1803723
0.11333333333333333,0.25326443,1.0103323,0.22366033,19200.0,192000.0,0.30833333333333335,0.3789313,-8.029918,3840.0,191,0.41875863,960000.0,0.1803679
0.09833333333333334,0.23985799,1.0105314,0.22362642,19300.0,193000.0,0.35833333333333334,0.37899208,-6.9119096,3860.0,192,0.35325503,965000.0,0.18036693
0.12333333333333334,0.26864877,1.0106872,0.22365081,19400.0,194000.0,0.4083333333333334,0.37896213,-6.9071097,3880.0,193,0.37927684,970000.0,0.1803468
0.10333333333333333,0.30049825,1.010862,0.2236502,19500.0,195000.0,0.4000000000000001,0.37896213,-6.437378,3900.0,194,0.36640024,975000.0,0.18035178
0.11333333333333334,0.27924827,1.0110208,0.22366683,19600.0,196000.0,0.3333333333333333,0.37896022,-7.435833,3920.0,195,0.40143046,980000.0,0.18035214
0.10333333333333335,0.2429115,1.0112015,0.22363724,19700.0,197000.0,0.3666666666666667,0.37898317,-7.24481,3940.0,196,0.38310888,985000.0,0.18034858
0.11499999999999999,0.2902243,1.0113956,0.22362722,19800.0,198000.0,0.275,0.37902042,-6.866263,3960.0,197,0.35594502,990000.0,0.1803602
0.10666666666666669,0.3362063,1.0115714,0.22363524,19900.0,199000.0,0.375,0.37900743,-7.353012,3980.0,198,0.39257553,995000.0,0.18034492
0.09000000000000001,0.29889092,1.0117589,0.22361793,20000.0,200000.0,0.35000000000000003,0.37898913,-7.309257,4000.0,199,0.39444116,1000000.0,0.18034323
