train/critic_loss,train/success_rate,train/reward_compute_count,test/ag_g_dist,test/success_rate,train/episode,test/episode,test/reward_compute_count,stats_g/std,stats_g/mean,stats_o/mean,stats_o/std,epoch,test/mean_Q
0.33256805,0.03,860000.0,0.54914206,0.05833333333333333,17200.0,3440.0,172000.0,0.22672582,0.38006768,0.18789549,0.97355294,171,-12.625375
0.51024824,0.035,865000.0,0.58046687,0.05833333333333334,17300.0,3460.0,173000.0,0.2267028,0.38007364,0.18784393,0.9738932,172,-12.808501
0.32284597,0.03333333333333333,870000.0,0.5536416,0.14166666666666666,17400.0,3480.0,174000.0,0.22666277,0.380074,0.18778037,0.97423464,173,-12.828761
0.28325835,0.028333333333333335,875000.0,0.5828465,0.09999999999999999,17500.0,3500.0,175000.0,0.22663979,0.38012734,0.18771906,0.9745777,174,-13.093957
0.3400983,0.02,880000.0,0.55305415,0.11666666666666668,17600.0,3520.0,176000.0,0.22660704,0.38014558,0.18765481,0.9749052,175,-13.050916
0.31588742,0.023333333333333334,885000.0,0.62752074,0.11666666666666665,17700.0,3540.0,177000.0,0.22658564,0.3801744,0.18759523,0.9752333,176,-13.8740015
0.49644125,0.035,890000.0,0.55348647,0.06666666666666667,17800.0,3560.0,178000.0,0.22655968,0.38015127,0.18755166,0.97552997,177,-12.547832
0.25635883,0.021666666666666667,895000.0,0.62804025,0.11666666666666665,17900.0,3580.0,179000.0,0.22654046,0.38012752,0.18749897,0.9758356,178,-14.381457
0.28195533,0.02666666666666667,900000.0,0.5595407,0.12500000000000003,18000.0,3600.0,180000.0,0.22650321,0.38014588,0.1874398,0.9760973,179,-13.015719
0.31547654,0.03666666666666667,905000.0,0.5549285,0.1416666666666667,18100.0,3620.0,181000.0,0.22648013,0.38015923,0.18738817,0.97640115,180,-12.515083
0.2739948,0.043333333333333335,910000.0,0.60163885,0.06666666666666667,18200.0,3640.0,182000.0,0.2264535,0.3801886,0.18733566,0.97672766,181,-14.444179
0.29400453,0.023333333333333334,915000.0,0.52434224,0.09166666666666667,18300.0,3660.0,183000.0,0.22642846,0.38019714,0.18726735,0.9770515,182,-11.796902
0.30782935,0.03166666666666667,920000.0,0.5724947,0.10833333333333334,18400.0,3680.0,184000.0,0.22639461,0.3802291,0.18719125,0.9773349,183,-13.036469
0.3251484,0.03333333333333333,925000.0,0.5835206,0.05833333333333334,18500.0,3700.0,185000.0,0.2263606,0.38025722,0.1871285,0.9775949,184,-13.69579
0.32666925,0.018333333333333337,930000.0,0.64509195,0.08333333333333333,18600.0,3720.0,186000.0,0.2263592,0.3802462,0.18706848,0.97789717,185,-14.270106
0.28580186,0.03,935000.0,0.5991101,0.07500000000000001,18700.0,3740.0,187000.0,0.22632556,0.38027427,0.18703364,0.97813535,186,-13.33001
0.2865934,0.036666666666666674,940000.0,0.59700084,0.08333333333333333,18800.0,3760.0,188000.0,0.2262743,0.3802978,0.18697174,0.97842646,187,-14.28304
0.2767665,0.025000000000000005,945000.0,0.5966714,0.10000000000000002,18900.0,3780.0,189000.0,0.22624438,0.3803273,0.18692593,0.9786799,188,-14.11975
0.3126084,0.028333333333333335,950000.0,0.5791873,0.07500000000000001,19000.0,3800.0,190000.0,0.2262419,0.3803312,0.18688655,0.9789656,189,-13.015685
0.29125905,0.03333333333333333,955000.0,0.5678851,0.125,19100.0,3820.0,191000.0,0.22620821,0.38035312,0.18685985,0.9792569,190,-12.969623
0.31100705,0.03666666666666667,960000.0,0.5960017,0.07500000000000001,19200.0,3840.0,192000.0,0.22618715,0.38037372,0.18681283,0.97951245,191,-13.489475
0.4209195,0.02,965000.0,0.5937853,0.10833333333333334,19300.0,3860.0,193000.0,0.22615351,0.38043067,0.18676938,0.97978085,192,-13.565228
0.27332208,0.021666666666666667,970000.0,0.5609955,0.11666666666666665,19400.0,3880.0,194000.0,0.22615539,0.3804148,0.18669777,0.9800722,193,-12.575475
0.37124,0.03,975000.0,0.57194996,0.10000000000000002,19500.0,3900.0,195000.0,0.22613938,0.38041845,0.18664186,0.980354,194,-13.164693
0.3572122,0.02666666666666667,980000.0,0.6248944,0.08333333333333333,19600.0,3920.0,196000.0,0.22612639,0.380429,0.18659984,0.9806392,195,-14.035417
0.29586568,0.028333333333333332,985000.0,0.59738654,0.05833333333333334,19700.0,3940.0,197000.0,0.22609012,0.38043523,0.18653655,0.98090625,196,-13.569706
0.31410572,0.03166666666666667,990000.0,0.53745055,0.10833333333333334,19800.0,3960.0,198000.0,0.22604902,0.38048258,0.18650581,0.9811943,197,-12.216404
0.3505446,0.03333333333333333,995000.0,0.591443,0.07500000000000001,19900.0,3980.0,199000.0,0.22603785,0.38048115,0.18643628,0.98150617,198,-13.107341
0.27444577,0.021666666666666667,1000000.0,0.58871806,0.15833333333333333,20000.0,4000.0,200000.0,0.22601597,0.38045582,0.18639238,0.98173875,199,-13.062831
