train/success_rate,stats_g/std,stats_o/mean,test/episode,test/ag_g_dist,train/critic_loss,test/mean_Q,stats_o/std,stats_g/mean,epoch,train/episode,test/success_rate
0.605,0.07405413,0.2012868,840.0,0.044096347,0.11941508,-1.9520234,0.09392634,0.8431131,41,4200.0,0.9666666666666667
0.605,0.07398944,0.20125957,860.0,0.041948993,0.18879509,-1.8866043,0.094180554,0.8430724,42,4300.0,1.0
0.5983333333333333,0.07391401,0.20120652,880.0,0.04269965,0.14733048,-1.6729546,0.09447265,0.8430578,43,4400.0,1.0
0.585,0.07384412,0.20116846,900.0,0.03770538,0.11212721,-1.6038178,0.09462226,0.84300464,44,4500.0,0.9916666666666667
0.6316666666666667,0.07369242,0.20113784,920.0,0.044985313,0.1031094,-1.9532446,0.09478399,0.8429411,45,4600.0,0.9916666666666667
0.59,0.073634036,0.20110343,940.0,0.042099077,0.12512414,-1.7872605,0.09492626,0.84285265,46,4700.0,0.9916666666666667
0.5949999999999999,0.07350191,0.2010891,960.0,0.0403227,0.13878332,-1.7725196,0.095131226,0.8428828,47,4800.0,1.0
0.5916666666666667,0.073426425,0.201066,980.0,0.040352266,0.12631918,-1.6241288,0.09538042,0.84289294,48,4900.0,1.0
0.5716666666666667,0.07345451,0.20104164,1000.0,0.039018724,0.12201486,-1.569045,0.09567227,0.8429099,49,5000.0,1.0
0.595,0.07329602,0.20100062,1020.0,0.041524496,0.14133832,-1.7838578,0.095858246,0.842886,50,5100.0,1.0
0.5650000000000001,0.07318695,0.20100139,1040.0,0.03974226,0.121139586,-1.7002387,0.096039556,0.8428714,51,5200.0,1.0
0.5966666666666667,0.07305861,0.20097719,1060.0,0.03568325,0.12976931,-1.6055007,0.09622386,0.84284836,52,5300.0,0.9916666666666667
0.5733333333333333,0.072965845,0.20095462,1080.0,0.038051154,0.115546025,-1.7435946,0.096476175,0.8427941,53,5400.0,0.9833333333333334
0.5850000000000001,0.07287156,0.20093672,1100.0,0.03637399,0.09731462,-1.530665,0.09668177,0.84276676,54,5500.0,1.0
0.6066666666666667,0.07287724,0.20091467,1120.0,0.040131696,0.110951,-1.7238744,0.09693698,0.8427556,55,5600.0,0.9833333333333334
0.5933333333333334,0.072875164,0.20088613,1140.0,0.040549714,0.091273546,-1.7183999,0.09710274,0.8427327,56,5700.0,0.9916666666666667
0.5633333333333334,0.07277828,0.20085382,1160.0,0.042283732,0.108551525,-1.7273897,0.097251795,0.8427481,57,5800.0,0.9916666666666667
0.6033333333333334,0.07271381,0.20084496,1180.0,0.04065077,0.13276164,-1.7371525,0.09747577,0.8426971,58,5900.0,0.9833333333333334
0.6016666666666667,0.072690964,0.20083314,1200.0,0.039483055,0.119742215,-1.6223059,0.09767028,0.84267855,59,6000.0,0.9916666666666667
