stats_g/mean,test/success_rate,train/episode,epoch,train/critic_loss,test/mean_Q,stats_o/mean,train/success_rate,stats_o/std,test/episode,test/ag_g_dist,stats_g/std
0.83877254,0.9500000000000001,3100.0,30,0.5770226,-5.948157,0.20171572,0.3316666666666667,0.11115802,620.0,0.037699316,0.076248236
0.83867645,0.9833333333333334,3200.0,31,0.5721148,-6.291204,0.2017129,0.4033333333333333,0.11130473,640.0,0.0399591,0.07602459
0.83871585,0.9416666666666668,3300.0,32,0.52762544,-6.6645303,0.20168038,0.41,0.11138192,660.0,0.039737236,0.07581089
0.83872265,0.9499999999999998,3400.0,33,0.471761,-6.693886,0.20176554,0.43,0.111584224,680.0,0.03823855,0.07570373
0.8387525,0.9666666666666667,3500.0,34,0.5127797,-6.6918273,0.20179315,0.3833333333333333,0.11186576,700.0,0.03734198,0.07549664
0.83880335,0.9916666666666667,3600.0,35,0.5319671,-6.8451056,0.20178129,0.4366666666666667,0.11192315,720.0,0.03799343,0.075324535
0.8388786,0.85,3700.0,36,0.63607264,-7.5452876,0.20176494,0.35166666666666674,0.11215428,740.0,0.04038773,0.075277396
0.83886224,0.9416666666666668,3800.0,37,0.5191674,-7.488153,0.2017624,0.4383333333333333,0.112327926,760.0,0.04503608,0.07505164
0.8388708,1.0,3900.0,38,0.5169998,-7.4084334,0.20173146,0.35333333333333333,0.11244222,780.0,0.041789394,0.07494318
0.8388817,0.9916666666666667,4000.0,39,0.5489943,-7.19849,0.2017181,0.4066666666666667,0.11256077,800.0,0.04072729,0.0747968
0.83883685,0.9916666666666667,4100.0,40,0.5619057,-7.3357453,0.2017271,0.4083333333333334,0.112635374,820.0,0.03679734,0.074815504
0.83888453,0.975,4200.0,41,0.6273453,-7.389464,0.20173371,0.41333333333333333,0.11267694,840.0,0.04478777,0.07474247
0.83888227,0.975,4300.0,42,0.54779243,-7.5357957,0.20176022,0.4466666666666666,0.1126559,860.0,0.03992455,0.074616335
0.83891296,0.975,4400.0,43,0.6152019,-8.15581,0.20175499,0.43166666666666664,0.112697504,880.0,0.04669519,0.07453175
0.8389101,0.9833333333333334,4500.0,44,0.4667295,-7.4433045,0.20173101,0.41333333333333333,0.112869084,900.0,0.03830166,0.07459697
0.8388794,0.9666666666666667,4600.0,45,0.5885373,-7.7541924,0.20174439,0.4183333333333333,0.1129284,920.0,0.040947583,0.07455136
0.8388357,0.9916666666666667,4700.0,46,0.5835251,-7.7580795,0.20171852,0.4483333333333333,0.11299106,940.0,0.042246092,0.074559055
0.83888674,0.9833333333333334,4800.0,47,0.5538832,-7.2086453,0.20175827,0.47,0.11303046,960.0,0.040484082,0.07458186
0.8389151,0.975,4900.0,48,0.5328124,-7.4352036,0.20172603,0.46166666666666667,0.11289682,980.0,0.04085714,0.07443351
0.83896846,0.9583333333333334,5000.0,49,0.52243745,-7.208792,0.20169775,0.44,0.11296316,1000.0,0.039853428,0.07432012
0.83896154,0.9416666666666668,5100.0,50,0.55492204,-8.369293,0.2016104,0.4283333333333333,0.11298881,1020.0,0.040856335,0.07419533
0.83896494,1.0,5200.0,51,0.61350673,-7.866322,0.20158504,0.5,0.11297712,1040.0,0.039588246,0.074173205
0.8389697,0.9833333333333334,5300.0,52,0.48603502,-8.248094,0.20155273,0.45999999999999996,0.112970315,1060.0,0.035076123,0.074059315
0.8389383,1.0,5400.0,53,0.49859428,-7.788723,0.20151281,0.4666666666666666,0.11295346,1080.0,0.036678206,0.074002914
0.83892447,0.9916666666666667,5500.0,54,0.52805007,-7.4855857,0.20149918,0.45,0.11302522,1100.0,0.0349334,0.07399725
0.8389316,0.9916666666666667,5600.0,55,0.48457932,-7.543709,0.20147274,0.445,0.112991415,1120.0,0.039885785,0.07392138
0.83891994,1.0,5700.0,56,0.44696465,-8.1795025,0.20148677,0.4716666666666667,0.11291102,1140.0,0.040034566,0.073855065
0.83894247,0.9916666666666667,5800.0,57,0.55925065,-7.9115963,0.2015109,0.48500000000000004,0.112966575,1160.0,0.041601583,0.07383025
0.8389041,1.0,5900.0,58,0.5184563,-7.831548,0.2015252,0.4383333333333333,0.11295703,1180.0,0.040793497,0.07376958
0.8389006,0.9916666666666667,6000.0,59,0.62599814,-8.409462,0.20152776,0.46166666666666667,0.112913944,1200.0,0.040355545,0.07374803
