test/success_rate,test/ag_g_dist,train/success_rate,stats_g/mean,epoch,train/episode,stats_o/std,stats_g/std,train/critic_loss,stats_o/mean,test/mean_Q,test/episode
0.2416666666666667,0.21456295,0.11499999999999999,0.80467063,34,3500.0,0.110025786,0.21459202,8.708108,0.19093162,-17.630367,700.0
0.325,0.21254706,0.10666666666666669,0.80541205,35,3600.0,0.110263415,0.21420266,5.1439633,0.19110699,-17.849,720.0
0.24166666666666667,0.22268046,0.09000000000000001,0.80603534,36,3700.0,0.110750996,0.2139883,6.577521,0.1912511,-20.483727,740.0
0.26666666666666666,0.19604464,0.13333333333333333,0.80659866,37,3800.0,0.11108532,0.21363907,7.316892,0.19132812,-17.446478,760.0
0.29166666666666663,0.19581051,0.15000000000000002,0.80742556,38,3900.0,0.11144122,0.21325503,8.130549,0.1914839,-17.248869,780.0
0.15,0.23986237,0.11833333333333333,0.8083567,39,4000.0,0.11185398,0.21280588,6.5535913,0.19165428,-18.892954,800.0
0.26666666666666666,0.19608529,0.11499999999999999,0.80897516,40,4100.0,0.11236552,0.21239269,4.5729055,0.1917587,-15.404048,820.0
0.15,0.23102762,0.11,0.809536,41,4200.0,0.112821065,0.21228917,6.7973437,0.19190937,-17.550356,840.0
0.27499999999999997,0.2160813,0.11833333333333333,0.81008166,42,4300.0,0.113159984,0.21180786,7.1281724,0.19203179,-16.536356,860.0
0.2833333333333334,0.2036341,0.09000000000000001,0.81064606,43,4400.0,0.11352441,0.21168865,7.7592235,0.19222443,-16.32605,880.0
0.25000000000000006,0.21824686,0.10000000000000002,0.81136316,44,4500.0,0.113853104,0.21150427,9.353719,0.19242375,-17.394049,900.0
0.20833333333333334,0.2311738,0.10166666666666668,0.81202537,45,4600.0,0.11423097,0.21134454,8.290252,0.19257893,-17.688581,920.0
0.18333333333333335,0.22137637,0.10166666666666667,0.8127839,46,4700.0,0.11454486,0.21120375,5.7306523,0.19269128,-20.029602,940.0
0.31666666666666665,0.20985466,0.13,0.8134157,47,4800.0,0.11484521,0.21096987,5.5919394,0.19281437,-16.01359,960.0
0.3,0.2269618,0.135,0.81403136,48,4900.0,0.11507068,0.21067058,8.553399,0.19294278,-15.7524805,980.0
0.19999999999999998,0.22563513,0.15333333333333335,0.8146052,49,5000.0,0.115218915,0.21052366,4.9740677,0.193036,-18.855345,1000.0
