test/success_rate,stats_o/mean,stats_g/mean,stats_g/std,test/episode,train/critic_loss,train/success_rate,epoch,stats_o/std,test/mean_Q,train/episode
0.9916666666666667,0.20112173,0.83910847,0.073587105,560.0,0.072275974,0.9433333333333334,27,0.100934975,-0.9266451,2800.0
1.0,0.20117147,0.83905214,0.07329599,580.0,0.099063225,0.9400000000000001,28,0.10156285,-0.96793413,2900.0
0.9833333333333334,0.20115185,0.83899266,0.073175915,600.0,0.08745578,0.9566666666666667,29,0.10207119,-1.090465,3000.0
1.0,0.20116858,0.8389969,0.07307087,620.0,0.06413131,0.9433333333333334,30,0.10254731,-0.90195125,3100.0
1.0,0.20118351,0.8389074,0.072964735,640.0,0.11703309,0.94,31,0.10303231,-0.9648678,3200.0
0.9916666666666667,0.20124763,0.8389357,0.072811075,660.0,0.117028736,0.9433333333333334,32,0.10337186,-0.95201606,3300.0
1.0,0.20128255,0.83893996,0.07264551,680.0,0.13627522,0.9433333333333334,33,0.10379714,-0.87383395,3400.0
1.0,0.20130765,0.8389564,0.07256531,700.0,0.054293793,0.9566666666666667,34,0.104216136,-0.81271863,3500.0
0.9833333333333334,0.20130293,0.83899474,0.07252474,720.0,0.05532301,0.9533333333333333,35,0.1045113,-0.9796403,3600.0
0.9916666666666667,0.20132299,0.8390518,0.07240411,740.0,0.089514054,0.9233333333333333,36,0.104835846,-0.9568004,3700.0
0.9833333333333334,0.20138948,0.83899856,0.07221507,760.0,0.0450163,0.9433333333333332,37,0.1050897,-1.2232361,3800.0
1.0,0.2014188,0.8389984,0.0720611,780.0,0.08139769,0.9516666666666667,38,0.10532466,-0.92103106,3900.0
0.9916666666666667,0.20144337,0.83900595,0.071872324,800.0,0.06150964,0.945,39,0.10551547,-0.97750545,4000.0
0.9916666666666667,0.2014699,0.8389108,0.072093636,820.0,0.05630677,0.93,40,0.10570094,-0.8644092,4100.0
1.0,0.20152885,0.8389525,0.07201438,840.0,0.052552253,0.9283333333333333,41,0.10594747,-1.0218264,4200.0
0.9833333333333334,0.20152158,0.8389492,0.0719204,860.0,0.1589263,0.9733333333333333,42,0.10605178,-0.9134181,4300.0
1.0,0.20152773,0.8389595,0.0718094,880.0,0.13085242,0.9583333333333334,43,0.10620079,-0.91250134,4400.0
0.9916666666666667,0.20157601,0.8389621,0.07174457,900.0,0.08398044,0.9516666666666667,44,0.1063563,-0.8480143,4500.0
0.975,0.2015863,0.83894736,0.07164509,920.0,0.08662405,0.9349999999999999,45,0.10647389,-1.0459462,4600.0
0.9833333333333334,0.2016177,0.8388919,0.07164893,940.0,0.075307645,0.9416666666666668,46,0.10667839,-0.9711499,4700.0
1.0,0.20159532,0.8389291,0.07155838,960.0,0.08876675,0.9633333333333333,47,0.10696574,-0.95127565,4800.0
0.9833333333333334,0.20163828,0.8389561,0.07148598,980.0,0.08974198,0.9583333333333334,48,0.10702773,-0.94808525,4900.0
1.0,0.20162994,0.839015,0.07136394,1000.0,0.1309814,0.9533333333333333,49,0.10710593,-0.8721671,5000.0
