test/reward_compute_count,test/episode,train/success_rate,train/reward_compute_count,test/ag_g_dist,stats_o/std,stats_g/mean,stats_g/std,train/critic_loss,test/mean_Q,test/success_rate,stats_o/mean,train/episode,epoch
174000.0,3480.0,0.043333333333333335,870000.0,0.63891846,0.8853887,0.37496927,0.17250939,0.24351525,-22.64004,0.34166666666666673,0.20645535,17400.0,173
175000.0,3500.0,0.041666666666666664,875000.0,0.65945,0.8855081,0.3750136,0.17250319,0.2173057,-23.707167,0.25,0.20647557,17500.0,174
176000.0,3520.0,0.03666666666666667,880000.0,0.7849751,0.88557297,0.37505385,0.17247637,0.19912142,-26.730774,0.2583333333333333,0.20646942,17600.0,175
177000.0,3540.0,0.02666666666666667,885000.0,0.74132055,0.885619,0.37505636,0.17249262,0.25745836,-25.698738,0.17500000000000002,0.2064877,17700.0,176
178000.0,3560.0,0.02666666666666667,890000.0,0.7057228,0.88566685,0.37508598,0.17246266,0.23643571,-25.4275,0.19166666666666665,0.20650081,17800.0,177
179000.0,3580.0,0.016666666666666666,895000.0,0.76430124,0.8857402,0.37510863,0.1724516,0.20910262,-25.944908,0.18333333333333335,0.20650417,17900.0,178
180000.0,3600.0,0.035,900000.0,0.69802594,0.8858001,0.37514964,0.17242105,0.3250308,-23.601496,0.27499999999999997,0.20649953,18000.0,179
181000.0,3620.0,0.04,905000.0,0.6681047,0.88582784,0.3751879,0.1723962,0.2996379,-22.669065,0.28333333333333327,0.20650928,18100.0,180
182000.0,3640.0,0.021666666666666667,910000.0,0.70565754,0.88587636,0.37519994,0.17237662,0.24453294,-25.058489,0.18333333333333335,0.20650645,18200.0,181
183000.0,3660.0,0.018333333333333337,915000.0,0.7848339,0.8859706,0.37522545,0.17236374,0.25612593,-26.543922,0.15833333333333333,0.20651476,18300.0,182
184000.0,3680.0,0.026666666666666672,920000.0,0.7136027,0.8860524,0.37524787,0.17236893,0.22079821,-25.84315,0.19999999999999998,0.20653622,18400.0,183
185000.0,3700.0,0.04666666666666667,925000.0,0.64454347,0.8861511,0.37529495,0.17237528,0.26906496,-24.081736,0.25,0.20653515,18500.0,184
186000.0,3720.0,0.03333333333333333,930000.0,0.69251114,0.8863015,0.3753468,0.17236733,0.31049007,-26.191523,0.15833333333333333,0.20654608,18600.0,185
187000.0,3740.0,0.049999999999999996,935000.0,0.65703195,0.88637894,0.3753756,0.17237823,0.2537774,-24.949179,0.20000000000000004,0.20653784,18700.0,186
188000.0,3760.0,0.035,940000.0,0.5758927,0.8864983,0.37541223,0.17239873,0.27996495,-22.064224,0.2833333333333333,0.20654051,18800.0,187
189000.0,3780.0,0.041666666666666664,945000.0,0.698719,0.8866156,0.37546363,0.17238294,0.25884196,-23.65787,0.22499999999999998,0.20654833,18900.0,188
190000.0,3800.0,0.01833333333333333,950000.0,0.5790161,0.8866527,0.37549385,0.17237274,0.24077381,-21.314512,0.23333333333333336,0.20655446,19000.0,189
191000.0,3820.0,0.03166666666666667,955000.0,0.62313914,0.88675886,0.3755153,0.17237787,0.19294532,-22.080004,0.19999999999999998,0.206556,19100.0,190
192000.0,3840.0,0.021666666666666667,960000.0,0.70266676,0.88685924,0.37557122,0.1723731,0.32986888,-25.45241,0.19166666666666665,0.20655347,19200.0,191
193000.0,3860.0,0.03,965000.0,0.7225192,0.88695556,0.37561083,0.1723892,0.37990674,-25.170952,0.16666666666666666,0.20654768,19300.0,192
194000.0,3880.0,0.03833333333333334,970000.0,0.6491765,0.88702697,0.3756514,0.17238568,0.25718758,-22.93865,0.2333333333333333,0.20658113,19400.0,193
195000.0,3900.0,0.043333333333333335,975000.0,0.6647056,0.8871593,0.37570325,0.17238538,0.29877734,-24.121466,0.20833333333333334,0.20659232,19500.0,194
196000.0,3920.0,0.034999999999999996,980000.0,0.60673434,0.8872501,0.3757545,0.17239977,0.19685376,-22.423676,0.2416666666666667,0.2065825,19600.0,195
197000.0,3940.0,0.036666666666666674,985000.0,0.62890786,0.8873635,0.37579378,0.17241408,0.22494291,-22.80931,0.25833333333333336,0.20658703,19700.0,196
198000.0,3960.0,0.043333333333333335,990000.0,0.6506477,0.88745236,0.3758218,0.17240322,0.24689914,-23.191788,0.21666666666666667,0.20661654,19800.0,197
199000.0,3980.0,0.05000000000000001,995000.0,0.6692174,0.88754636,0.3758631,0.17242117,0.1917514,-22.123972,0.25,0.20661874,19900.0,198
200000.0,4000.0,0.03833333333333333,1000000.0,0.5883365,0.8876726,0.37592158,0.17243807,0.24352922,-21.340837,0.26666666666666666,0.20664082,20000.0,199
