test/success_rate,train/episode,stats_o/std,test/episode,test/ag_g_dist,test/reward_compute_count,stats_g/std,test/mean_Q,train/success_rate,stats_o/mean,train/critic_loss,stats_g/mean,train/reward_compute_count,epoch
0.75,2300.0,0.8062069,460.0,0.033971544,23000.0,0.017708732,-8.862304,0.006666666666666667,0.31001905,0.006687265,0.6753375,115000.0,22
0.6916666666666668,2400.0,0.8058474,480.0,0.046704024,24000.0,0.017675484,-11.481553,0.016666666666666666,0.3097604,0.0071669943,0.6753216,120000.0,23
0.7666666666666666,2500.0,0.80528444,500.0,0.03163742,25000.0,0.017651102,-7.7967796,0.011666666666666667,0.30955184,0.005209414,0.67532486,125000.0,24
0.7333333333333334,2600.0,0.8050542,520.0,0.037399832,26000.0,0.017624293,-9.573061,0.005,0.30938867,0.006190743,0.67530984,130000.0,25
0.7333333333333334,2700.0,0.8048108,540.0,0.037723806,27000.0,0.017598324,-10.150228,0.006666666666666667,0.30932423,0.0072552375,0.67531395,135000.0,26
0.5166666666666667,2800.0,0.8046992,560.0,0.041742247,28000.0,0.01757908,-12.349673,0.011666666666666667,0.30920032,0.007593995,0.6753149,140000.0,27
0.6833333333333335,2900.0,0.8044475,580.0,0.039187882,29000.0,0.017554045,-11.914077,0.006666666666666667,0.30913764,0.006176895,0.6753228,145000.0,28
0.6833333333333332,3000.0,0.8041348,600.0,0.036091853,30000.0,0.017533993,-10.855225,0.006666666666666667,0.30913055,0.0054082945,0.6753295,150000.0,29
0.7333333333333334,3100.0,0.80375224,620.0,0.04048768,31000.0,0.01751662,-10.609733,0.005,0.30910465,0.006433544,0.67533654,155000.0,30
0.725,3200.0,0.8035609,640.0,0.042201847,32000.0,0.017502535,-11.990277,0.01,0.309014,0.005720667,0.67532897,160000.0,31
0.6333333333333333,3300.0,0.80330545,660.0,0.035471536,33000.0,0.017489664,-11.24117,0.015,0.3089844,0.0076845624,0.6753327,165000.0,32
0.7416666666666667,3400.0,0.8032775,680.0,0.035260636,34000.0,0.017479705,-10.485486,0.008333333333333333,0.30899245,0.007126191,0.67533416,170000.0,33
0.6916666666666665,3500.0,0.80337685,700.0,0.033402033,35000.0,0.017492717,-12.486145,0.015,0.3088422,0.0056683756,0.6753079,175000.0,34
0.65,3600.0,0.80329937,720.0,0.037521318,36000.0,0.017478352,-15.015386,0.011666666666666667,0.30871776,0.006416017,0.67529565,180000.0,35
0.6750000000000002,3700.0,0.8032758,740.0,0.034582447,37000.0,0.017462123,-14.529205,0.0033333333333333335,0.30873033,0.0059766104,0.67530465,185000.0,36
0.65,3800.0,0.8032345,760.0,0.04331714,38000.0,0.017447472,-13.442302,0.0016666666666666668,0.30870456,0.013558197,0.6753276,190000.0,37
0.7583333333333333,3900.0,0.80314523,780.0,0.03465355,39000.0,0.017433168,-11.934447,0.018333333333333337,0.30871803,0.005501512,0.6753313,195000.0,38
0.7000000000000001,4000.0,0.8028386,800.0,0.04147492,40000.0,0.017429955,-14.38692,0.01,0.30873284,0.005910171,0.67533714,200000.0,39
0.725,4100.0,0.80258566,820.0,0.03795965,41000.0,0.017425286,-12.011693,0.021666666666666667,0.30872196,0.006546033,0.6753466,205000.0,40
0.6083333333333333,4200.0,0.8024563,840.0,0.050290078,42000.0,0.017419036,-17.269857,0.01,0.30870256,0.0057839598,0.67536443,210000.0,41
0.725,4300.0,0.8023751,860.0,0.04105227,43000.0,0.017417116,-12.570838,0.0033333333333333335,0.30867618,0.007064914,0.67538935,215000.0,42
0.725,4400.0,0.8025124,880.0,0.043535057,44000.0,0.017441832,-13.562928,0.013333333333333334,0.30859607,0.008322117,0.67540616,220000.0,43
0.7083333333333334,4500.0,0.80232453,900.0,0.04070131,45000.0,0.017454365,-13.175248,0.011666666666666665,0.30858812,0.005516667,0.6754163,225000.0,44
0.7166666666666667,4600.0,0.8021069,920.0,0.04175817,46000.0,0.017450076,-13.901509,0.0016666666666666668,0.30860725,0.004204362,0.67542535,230000.0,45
0.7166666666666667,4700.0,0.8018176,940.0,0.04185764,47000.0,0.01744799,-13.729851,0.008333333333333333,0.30856472,0.0053515597,0.6754357,235000.0,46
0.7083333333333334,4800.0,0.8016278,960.0,0.041207064,48000.0,0.017442534,-14.877421,0.01,0.30855533,0.0061436314,0.67544436,240000.0,47
0.75,4900.0,0.80160505,980.0,0.03925213,49000.0,0.01743674,-13.863463,0.013333333333333334,0.30850706,0.0054981713,0.6754494,245000.0,48
0.725,5000.0,0.80157715,1000.0,0.04098298,50000.0,0.017431915,-13.861197,0.011666666666666667,0.3085405,0.0056489594,0.67545587,250000.0,49
0.6833333333333332,5100.0,0.80137515,1020.0,0.046969216,51000.0,0.017429449,-16.009102,0.016666666666666666,0.30853388,0.0050961454,0.67546445,255000.0,50
0.6916666666666668,5200.0,0.80131626,1040.0,0.047395457,52000.0,0.017429609,-16.897543,0.0033333333333333335,0.30856007,0.005797649,0.6754716,260000.0,51
0.7166666666666667,5300.0,0.80123526,1060.0,0.046361923,53000.0,0.017427612,-14.251988,0.008333333333333333,0.30859396,0.0050287712,0.6754777,265000.0,52
0.7083333333333334,5400.0,0.8009267,1080.0,0.042293932,54000.0,0.017427722,-14.594879,0.006666666666666667,0.30862358,0.0056427396,0.67548865,270000.0,53
0.725,5500.0,0.8007324,1100.0,0.04308009,55000.0,0.017422792,-15.021409,0.01,0.30866745,0.005377864,0.67549616,275000.0,54
0.75,5600.0,0.8005142,1120.0,0.03866161,56000.0,0.01741891,-13.835624,0.013333333333333334,0.30868033,0.0064106653,0.67550683,280000.0,55
0.7000000000000001,5700.0,0.80053455,1140.0,0.044865746,57000.0,0.01740689,-15.300087,0.01,0.30871186,0.0058504194,0.67550915,285000.0,56
0.7916666666666666,5800.0,0.8003605,1160.0,0.032722156,58000.0,0.017410764,-11.896256,0.011666666666666667,0.30870908,0.0058384333,0.6755093,290000.0,57
0.6833333333333332,5900.0,0.8002713,1180.0,0.04044832,59000.0,0.017406013,-12.548467,0.0016666666666666668,0.30875435,0.006245637,0.6755082,295000.0,58
0.8000000000000002,6000.0,0.8002015,1200.0,0.033369634,60000.0,0.017405415,-11.442768,0.011666666666666667,0.30879924,0.0055158846,0.67551583,300000.0,59
