train/success_rate,test/mean_Q,test/episode,stats_g/std,train/critic_loss,train/critic_addnl_loss,test/success_rate,stats_o/mean,stats_g/mean,train/episode,stats_o/std,epoch
0.945,-1.2485784,640.0,0.07454307,0.41068986,0.294423,0.9916666666666667,0.2017896,0.8379228,3200.0,0.09216803,31
0.9566666666666667,-1.4089319,660.0,0.07444044,0.26327378,0.20858218,0.975,0.20186917,0.8379871,3300.0,0.092711896,32
0.9416666666666668,-1.0125452,680.0,0.07427234,0.31587842,0.248794,0.9916666666666667,0.20195036,0.8380091,3400.0,0.09335515,33
0.9566666666666667,-1.1055632,700.0,0.07413771,0.31607187,0.25203127,0.9833333333333334,0.20198786,0.838047,3500.0,0.0940578,34
0.9366666666666666,-0.99491864,720.0,0.07414626,0.34986353,0.25337303,1.0,0.20200832,0.8381073,3600.0,0.094761096,35
0.9550000000000001,-1.291595,740.0,0.07393133,0.3315505,0.2670444,0.9916666666666667,0.20202582,0.8381958,3700.0,0.0952879,36
0.9516666666666667,-1.0772499,760.0,0.07375728,0.28127313,0.21334593,1.0,0.20205887,0.8381763,3800.0,0.09559676,37
0.9583333333333334,-1.0224663,780.0,0.07363982,0.26812086,0.20548536,1.0,0.202031,0.8382018,3900.0,0.096081935,38
0.975,-1.1181537,800.0,0.07340735,0.24967091,0.19598079,0.9916666666666667,0.20201878,0.8382385,4000.0,0.096412085,39
0.9583333333333334,-0.99089116,820.0,0.07328377,0.35457444,0.23822324,1.0,0.20203759,0.8382059,4100.0,0.096783675,40
0.9400000000000001,-1.0690292,840.0,0.07315454,0.30024353,0.22648476,1.0,0.2020212,0.8382861,4200.0,0.09728954,41
0.9550000000000001,-0.9997983,860.0,0.07311218,0.28683028,0.20544918,1.0,0.20206581,0.83828884,4300.0,0.097513,42
0.9616666666666666,-1.1491021,880.0,0.07292865,0.24572791,0.18308975,0.9916666666666667,0.20206596,0.8383387,4400.0,0.09795175,43
0.9466666666666667,-1.0534699,900.0,0.072783686,0.30456364,0.24713905,1.0,0.20210032,0.8383544,4500.0,0.098274864,44
0.9466666666666667,-1.1354876,920.0,0.07272888,0.26615766,0.19239473,0.9916666666666667,0.20212562,0.83833957,4600.0,0.09860507,45
0.96,-1.0734776,940.0,0.07265455,0.2981542,0.2257874,0.9916666666666667,0.20213489,0.83831877,4700.0,0.098987855,46
0.965,-1.1734453,960.0,0.072544046,0.2551346,0.2030735,0.9833333333333334,0.20212527,0.83837265,4800.0,0.09935089,47
0.9683333333333333,-1.0528046,980.0,0.07242956,0.28863725,0.21472393,0.9916666666666667,0.20211893,0.8384175,4900.0,0.09954583,48
0.9583333333333334,-1.0145444,1000.0,0.072322875,0.35996246,0.2189269,0.9916666666666667,0.2020989,0.83847636,5000.0,0.09985527,49
