train/success_rate,stats_g/std,stats_o/mean,test/mean_Q,test/episode,test/reward_compute_count,train/reward_compute_count,train/critic_loss,epoch,test/success_rate,stats_o/std,test/ag_g_dist,train/episode,stats_g/mean
0.006666666666666667,0.22812851,0.18493138,-14.785245,3540.0,177000.0,885000.0,0.37770733,176,0.03333333333333333,0.98038775,0.6522251,17700.0,0.37976494
0.008333333333333333,0.22812225,0.18490146,-14.810353,3560.0,178000.0,890000.0,0.26987088,177,0.041666666666666664,0.98062927,0.6296609,17800.0,0.37974164
0.013333333333333334,0.22809286,0.18486206,-14.907296,3580.0,179000.0,895000.0,0.53564185,178,0.049999999999999996,0.98086596,0.6672047,17900.0,0.3797368
0.01,0.22806408,0.18481593,-14.736591,3600.0,180000.0,900000.0,0.48264742,179,0.041666666666666664,0.98110515,0.60954267,18000.0,0.37976113
0.02,0.22803958,0.18479134,-13.271016,3620.0,181000.0,905000.0,0.38760996,180,0.03333333333333333,0.98138005,0.59408706,18100.0,0.37976643
0.005,0.22800605,0.18477814,-15.375609,3640.0,182000.0,910000.0,0.31238392,181,0.03333333333333333,0.98161274,0.6560127,18200.0,0.37981248
0.01833333333333333,0.22797613,0.18475938,-12.93801,3660.0,183000.0,915000.0,0.26843762,182,0.008333333333333333,0.981872,0.5502654,18300.0,0.37982878
0.01,0.22793736,0.18473923,-13.743095,3680.0,184000.0,920000.0,0.33173254,183,0.008333333333333333,0.98210555,0.5940616,18400.0,0.37986207
0.013333333333333334,0.22790639,0.18471658,-13.675125,3700.0,185000.0,925000.0,0.39166442,184,0.06666666666666667,0.98232156,0.6037825,18500.0,0.37988833
0.011666666666666667,0.22791372,0.1846795,-15.462372,3720.0,186000.0,930000.0,0.31896397,185,0.03333333333333333,0.98254615,0.6716725,18600.0,0.37987623
0.011666666666666665,0.22789015,0.18466003,-15.37664,3740.0,187000.0,935000.0,0.29123417,186,0.03333333333333333,0.9827278,0.65266687,18700.0,0.37989268
0.011666666666666667,0.227843,0.1846171,-15.50114,3760.0,188000.0,940000.0,0.455192,187,0.03333333333333333,0.98297197,0.6279885,18800.0,0.37994263
0.011666666666666667,0.22783221,0.18460183,-13.756358,3780.0,189000.0,945000.0,0.26649857,188,0.05833333333333334,0.9832031,0.6208637,18900.0,0.37996826
0.011666666666666665,0.22783037,0.1845934,-14.792903,3800.0,190000.0,950000.0,0.33333573,189,0.025000000000000005,0.98346263,0.6403572,19000.0,0.37997928
0.01,0.22778742,0.18454655,-13.399686,3820.0,191000.0,955000.0,0.26155293,190,0.025000000000000005,0.98368835,0.57864547,19100.0,0.38000956
0.02,0.22775798,0.18452454,-14.446098,3840.0,192000.0,960000.0,0.29296434,191,0.03333333333333333,0.98386675,0.63751817,19200.0,0.38003728
0.016666666666666666,0.22771572,0.18451703,-14.176761,3860.0,193000.0,965000.0,0.23666818,192,0.025000000000000005,0.98407286,0.5850788,19300.0,0.38007465
0.016666666666666666,0.2277106,0.18450107,-13.850151,3880.0,194000.0,970000.0,0.34353366,193,0.03333333333333333,0.98424315,0.6089636,19400.0,0.3800598
0.016666666666666666,0.2277004,0.18450546,-13.977424,3900.0,195000.0,975000.0,0.32736102,194,0.049999999999999996,0.9844497,0.6063442,19500.0,0.38005075
0.0033333333333333335,0.22769022,0.18450172,-14.369319,3920.0,196000.0,980000.0,0.39668623,195,0.025000000000000005,0.98467404,0.61954355,19600.0,0.38008356
0.011666666666666667,0.22765405,0.18449958,-15.203153,3940.0,197000.0,985000.0,0.29228228,196,0.03333333333333333,0.98489076,0.6577717,19700.0,0.38007882
0.021666666666666667,0.22763424,0.18449026,-12.5699005,3960.0,198000.0,990000.0,0.29771703,197,0.025000000000000005,0.98508334,0.5450671,19800.0,0.38011202
0.015000000000000001,0.22764175,0.18445759,-12.690909,3980.0,199000.0,995000.0,0.25687093,198,0.03333333333333333,0.98526603,0.5941979,19900.0,0.38009533
0.015,0.22762264,0.18444611,-14.005368,4000.0,200000.0,1000000.0,0.28843594,199,0.041666666666666664,0.98546857,0.63982034,20000.0,0.38007066
