test/mean_Q,stats_o/std,epoch,stats_o/mean,train/critic_loss,stats_g/std,train/episode,train/reward_compute_count,test/ag_g_dist,stats_g/mean,test/episode,test/success_rate,test/reward_compute_count,train/success_rate
-0.9272446,0.11141536,170,0.20616549,0.3783997,0.10469591,17100.0,855000.0,0.06038634,0.85144395,3420.0,0.9583333333333334,171000.0,0.505
-0.9213138,0.11142885,171,0.20617418,0.3410673,0.104695134,17200.0,860000.0,0.060857862,0.8514405,3440.0,0.9333333333333335,172000.0,0.5333333333333333
-0.92050934,0.11141511,172,0.20616587,0.22680931,0.104699075,17300.0,865000.0,0.06204169,0.851417,3460.0,0.9416666666666668,173000.0,0.535
-1.0142304,0.1114296,173,0.2061692,0.2056647,0.10471648,17400.0,870000.0,0.06533676,0.8514128,3480.0,0.9166666666666666,174000.0,0.5316666666666667
-0.9549887,0.11146105,174,0.20617937,0.32827702,0.10476015,17500.0,875000.0,0.064937964,0.8514228,3500.0,0.8916666666666666,175000.0,0.5299999999999999
-0.9782204,0.11145046,175,0.20617788,0.18403773,0.104761295,17600.0,880000.0,0.06338992,0.8513959,3520.0,0.9666666666666667,176000.0,0.5499999999999999
-0.9612976,0.11143649,176,0.20616944,0.20808919,0.10477201,17700.0,885000.0,0.06229807,0.85140985,3540.0,0.9666666666666667,177000.0,0.5333333333333333
-0.925567,0.111434795,177,0.2061652,0.2788318,0.10475454,17800.0,890000.0,0.059451032,0.85140777,3560.0,0.9666666666666667,178000.0,0.5316666666666666
-1.2834598,0.11145439,178,0.20617346,0.2617535,0.104720294,17900.0,895000.0,0.068002075,0.851394,3580.0,0.9499999999999998,179000.0,0.54
-1.046523,0.111464344,179,0.20616573,0.3474791,0.10471652,18000.0,900000.0,0.0664433,0.8513875,3600.0,0.9249999999999999,180000.0,0.5366666666666667
-0.94683427,0.11148634,180,0.2061641,0.26229477,0.10477821,18100.0,905000.0,0.060964163,0.8513825,3620.0,0.9666666666666667,181000.0,0.49666666666666676
-0.88798636,0.11146053,181,0.20615752,0.24936153,0.10472562,18200.0,910000.0,0.06204155,0.8513839,3640.0,0.9583333333333334,182000.0,0.5233333333333333
-0.96397114,0.11145729,182,0.20616348,0.21587002,0.10469866,18300.0,915000.0,0.06220068,0.85138446,3660.0,0.9416666666666665,183000.0,0.5566666666666666
-0.9798686,0.11145458,183,0.20616151,0.41738978,0.104667366,18400.0,920000.0,0.064704746,0.8513791,3680.0,0.9333333333333332,184000.0,0.5416666666666666
-0.9589785,0.11144579,184,0.2061541,0.19242625,0.10466594,18500.0,925000.0,0.06340916,0.8513674,3700.0,0.9250000000000002,185000.0,0.5133333333333333
-0.9865875,0.111423366,185,0.20615578,0.22319324,0.10465225,18600.0,930000.0,0.06296786,0.8513612,3720.0,0.9583333333333334,186000.0,0.54
-1.2936162,0.11143283,186,0.20615561,0.29331723,0.10466164,18700.0,935000.0,0.06787454,0.8513768,3740.0,0.9416666666666668,187000.0,0.5033333333333333
-0.9715662,0.11143001,187,0.20615274,0.2683703,0.10465599,18800.0,940000.0,0.059973758,0.85135394,3760.0,0.9666666666666667,188000.0,0.54
-0.9963407,0.11141484,188,0.20616192,0.2919762,0.10463504,18900.0,945000.0,0.06289259,0.85136956,3780.0,0.9666666666666667,189000.0,0.54
-1.1644756,0.11142272,189,0.20615362,0.20110482,0.1046169,19000.0,950000.0,0.061120134,0.851357,3800.0,0.975,190000.0,0.5266666666666667
-1.0461689,0.11142913,190,0.20616125,0.6822615,0.10462449,19100.0,955000.0,0.0631289,0.85134196,3820.0,0.9916666666666667,191000.0,0.5249999999999999
-0.95807314,0.11144816,191,0.2061608,0.22082846,0.104649745,19200.0,960000.0,0.062826045,0.85133666,3840.0,0.9666666666666667,192000.0,0.49500000000000005
-0.9488681,0.1114344,192,0.2061541,0.6036684,0.10462751,19300.0,965000.0,0.059297796,0.85131806,3860.0,0.9499999999999998,193000.0,0.5116666666666667
-0.9862013,0.11142662,193,0.20615208,0.51905864,0.10460486,19400.0,970000.0,0.06220902,0.8513171,3880.0,0.9499999999999998,194000.0,0.5283333333333333
-0.9670865,0.111428596,194,0.2061565,0.4806538,0.10460174,19500.0,975000.0,0.060146004,0.85132027,3900.0,0.9500000000000001,195000.0,0.53
-0.97104996,0.11140949,195,0.2061649,0.19458187,0.10456372,19600.0,980000.0,0.06328427,0.8513232,3920.0,0.9666666666666667,196000.0,0.5700000000000001
-0.9189308,0.11141112,196,0.20616929,0.1714601,0.10457719,19700.0,985000.0,0.059272718,0.8513414,3940.0,0.9666666666666667,197000.0,0.525
-0.92649955,0.111406565,197,0.20616995,0.6006013,0.10456935,19800.0,990000.0,0.0598637,0.8513401,3960.0,0.975,198000.0,0.505
-0.99616235,0.111403525,198,0.20617221,0.34265208,0.10455749,19900.0,995000.0,0.06372651,0.85134363,3980.0,0.9499999999999998,199000.0,0.5433333333333333
-0.83812237,0.11143312,199,0.2061788,0.19703384,0.10453587,20000.0,1000000.0,0.055645753,0.85135704,4000.0,0.9833333333333334,200000.0,0.525
