addnl_loss_term,confname,distance_threshold,env,gitrev,goal_noise,intermediate_sampling,loss_term,loss_term_weights,loss_term_weights_json,n_cycles,num_cpu,recompute_rewards,replay_strategy,reward_type,dir,epoch_test/success_rate,epoch_test/ag_g_dist,reward_computes_test/success_rate,reward_computes_test/ag_g_dist
NULL,NULL,0.05,HandReach-v0,38f4625,NULL,NULL,ddpg,NULL,NULL,50,NULL,NULL,future,,38f4625-3a3aaa28-HandReach-v0-ddpg-future,0.0272108843537415,0.003699831387755102,0.0272108843537415,0.0036998313877551017
NULL,NULL,0.05,HandManipulateBlock-v0,38f4625,NULL,NULL,fwrl,[],[],50,NULL,NULL,future,,38f4625-5ecfb92e-HandManipulateBlock-v0-fwrl-future,0.004421768707482994,0.02671179520408164,0.0044217687074829875,0.02671179520408163
NULL,NULL,0.05,HandReach-v0,38f4625,NULL,NULL,dqst,NULL,NULL,50,NULL,NULL,future,,38f4625-70023ee0-HandReach-v0-dqst-future,0.030867346938775513,0.0026298442040816328,0.030867346938775516,0.0026298442040816323
NULL,NULL,0.05,HandReach-v0,38f4625,NULL,NULL,fwrl,NULL,NULL,50,NULL,NULL,future,,38f4625-92450888-HandReach-v0-fwrl-future,0.03154761904761905,0.003022046367346939,0.03154761904761904,0.003022046367346939
NULL,NULL,0.05,HandManipulateBlock-v0,38f4625,NULL,NULL,ddpg,[],[],50,NULL,NULL,future,,38f4625-ac60e0fa-HandManipulateBlock-v0-ddpg-future,0.004336734693877552,0.026541443673469382,0.004336734693877554,0.02654144367346937
NULL,NULL,0.05,HandReach-v0,38f4625,NULL,NULL,qlst,NULL,NULL,50,NULL,NULL,future,,38f4625-e597afb4-HandReach-v0-qlst-future,0.03163265306122449,0.0023203001428571427,0.031632653061224494,0.0023203001428571427
NULL,NULL,-1.0,HandReachPR-v0,3a91283,normal,uniform,dqst,[],[],50,NULL,True,future,NULL,3a91283-path_reward_low_thresh_noisy_normal-HandReachPR-v0-dqst,0.03345959595959596,0.002166795404040404,0.03345959595959596,0.0021667954040404044
NULL,NULL,0.01,HandManipulateBlockRotateXYZPR-v0,6efc1de,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandManipulateBlockRotateXYZPR-v0-dqst,0.01326530612244898,0.027859828979591838,0.01326530612244898,0.027859828979591845
NULL,NULL,0.01,HandManipulateBlockRotateXYZ-v0,6efc1de,zero,uniform,ddpg,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandManipulateBlockRotateXYZ-v0-ddpg,0.02321428571428572,0.02893825755102041,0.023214285714285705,0.02893825755102041
NULL,NULL,0.01,HandManipulateBlockRotateXYZ-v0,6efc1de,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandManipulateBlockRotateXYZ-v0-dqst,0.01649659863945578,0.02734541204081632,0.01649659863945579,0.02734541204081632
NULL,NULL,0.01,HandManipulateBlockRotateXYZ-v0,6efc1de,zero,uniform,fwrl,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandManipulateBlockRotateXYZ-v0-fwrl,0.023809523809523808,0.029124095612244896,0.023809523809523808,0.0291240956122449
NULL,NULL,0.01,HandManipulateEggFullPR-v0,6efc1de,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandManipulateEggFullPR-v0-dqst,0.004421768707482992,0.027744701530612235,0.004421768707482994,0.027744701530612235
NULL,NULL,0.01,HandManipulateEggFull-v0,6efc1de,zero,uniform,ddpg,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandManipulateEggFull-v0-ddpg,0.013520408163265305,0.019778787040816342,0.013520408163265305,0.01977878704081634
NULL,NULL,0.01,HandManipulateEggFull-v0,6efc1de,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandManipulateEggFull-v0-dqst,0.008758503401360545,0.024810091836734695,0.008758503401360548,0.024810091836734705
NULL,NULL,0.01,HandManipulateEggFull-v0,6efc1de,zero,uniform,fwrl,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandManipulateEggFull-v0-fwrl,0.009863945578231293,0.024509360000000018,0.009863945578231293,0.024509360000000018
NULL,NULL,0.01,HandManipulatePenRotate-v0,6efc1de,zero,uniform,ddpg,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandManipulatePenRotate-v0-ddpg,0.018622448979591838,0.028510619387755103,0.018622448979591828,0.0285106193877551
NULL,NULL,0.01,HandManipulatePenRotate-v0,6efc1de,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandManipulatePenRotate-v0-dqst,0.018537414965986394,0.02895529091836736,0.018537414965986394,0.028955290918367356
NULL,NULL,0.01,HandManipulatePenRotate-v0,6efc1de,zero,uniform,fwrl,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandManipulatePenRotate-v0-fwrl,0.01845238095238095,0.026364214897959183,0.01845238095238095,0.026364214897959176
NULL,NULL,0.01,HandReachPR-v0,6efc1de,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandReachPR-v0-dqst,0.031002824858757067,0.0027044005932203388,0.031002824858757064,0.0027044005932203388
NULL,NULL,0.01,HandReach-v0,6efc1de,zero,uniform,ddpg,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandReach-v0-ddpg,0.026200564971751415,0.0033727667542372886,0.026200564971751415,0.0033727667542372873
NULL,NULL,0.01,HandReach-v0,6efc1de,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandReach-v0-dqst,0.03086158192090396,0.0025564330932203393,0.030861581920903963,0.002556433093220339
NULL,NULL,0.01,HandReach-v0,6efc1de,zero,uniform,fwrl,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_chosen-HandReach-v0-fwrl,0.030367231638418084,0.002932472542372881,0.03036723163841808,0.0029324725423728816
NULL,NULL,0.01,HandManipulateBlockRotateXYZPR-v0,6efc1de,uniform,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandManipulateBlockRotateXYZPR-v0-dqst,0.01207482993197279,0.0256796693877551,0.012074829931972788,0.025679669387755098
NULL,NULL,0.01,HandManipulateBlockRotateXYZ-v0,6efc1de,uniform,uniform,ddpg,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandManipulateBlockRotateXYZ-v0-ddpg,0.019812925170068024,0.028769360816326525,0.01981292517006803,0.028769360816326528
NULL,NULL,0.01,HandManipulateBlockRotateXYZ-v0,6efc1de,uniform,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandManipulateBlockRotateXYZ-v0-dqst,0.017602040816326534,0.0288349618367347,0.01760204081632654,0.028834961836734705
NULL,NULL,0.01,HandManipulateBlockRotateXYZ-v0,6efc1de,uniform,uniform,fwrl,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandManipulateBlockRotateXYZ-v0-fwrl,0.014200680272108844,0.03151439306122449,0.014200680272108844,0.031514393061224485
NULL,NULL,0.01,HandManipulateEggFullPR-v0,6efc1de,uniform,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandManipulateEggFullPR-v0-dqst,0.003316326530612245,0.024120754489795924,0.003316326530612245,0.024120754489795917
NULL,NULL,0.01,HandManipulateEggFull-v0,6efc1de,uniform,uniform,ddpg,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandManipulateEggFull-v0-ddpg,0.005782312925170068,0.026085701428571417,0.005782312925170069,0.026085701428571407
NULL,NULL,0.01,HandManipulateEggFull-v0,6efc1de,uniform,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandManipulateEggFull-v0-dqst,0.004251700680272109,0.020354504897959175,0.004251700680272109,0.020354504897959178
NULL,NULL,0.01,HandManipulateEggFull-v0,6efc1de,uniform,uniform,fwrl,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandManipulateEggFull-v0-fwrl,0.00892857142857143,0.025016540612244908,0.008928571428571426,0.0250165406122449
NULL,NULL,0.01,HandManipulatePenRotatePR-v0,6efc1de,uniform,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandManipulatePenRotatePR-v0-dqst,0.010799319727891157,0.030366974897959188,0.010799319727891157,0.03036697489795919
NULL,NULL,0.01,HandManipulatePenRotate-v0,6efc1de,uniform,uniform,ddpg,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandManipulatePenRotate-v0-ddpg,0.016156462585034014,0.02906711295918368,0.016156462585034018,0.029067112959183673
NULL,NULL,0.01,HandManipulatePenRotate-v0,6efc1de,uniform,uniform,fwrl,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandManipulatePenRotate-v0-fwrl,0.015901360544217688,0.028944722755102036,0.01590136054421768,0.028944722755102025
NULL,NULL,0.01,HandReachPR-v0,6efc1de,uniform,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandReachPR-v0-dqst,0.050494350282485875,0.004245789220338983,0.05049435028248587,0.004245789220338983
NULL,NULL,0.01,HandReach-v0,6efc1de,uniform,uniform,ddpg,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandReach-v0-ddpg,0.0,0.003584062254237288,0.0,0.003584062254237288
NULL,NULL,0.01,HandReach-v0,6efc1de,uniform,uniform,dqst,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandReach-v0-dqst,0.042584745762711866,0.003546187576271187,0.04258474576271184,0.0035461875762711863
NULL,NULL,0.01,HandReach-v0,6efc1de,uniform,uniform,fwrl,[],[],50,NULL,True,future,NULL,6efc1de-path_reward_low_thresh_noisy_chosen-HandReach-v0-fwrl,0.0,0.002065790881355933,0.0,0.0020657908813559328
NULL,NULL,0.001,HandManipulateBlockRotateXYZPR-v0,be467df,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-HandManipulateBlockRotateXYZPR-v0-dqst,0.01326530612244898,0.027859828979591838,0.01326530612244898,0.027859828979591845
NULL,NULL,0.001,HandManipulateBlockRotateXYZ-v0,be467df,zero,uniform,ddpg,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-HandManipulateBlockRotateXYZ-v0-ddpg,0.02321428571428572,0.02893825755102041,0.023214285714285705,0.02893825755102041
NULL,NULL,0.001,HandManipulateBlockRotateXYZ-v0,be467df,zero,uniform,qlst,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-HandManipulateBlockRotateXYZ-v0-qlst,0.02882653061224489,0.02973974836734695,0.028826530612244886,0.029739748367346944
NULL,NULL,0.001,HandManipulateEggFullPR-v0,be467df,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-HandManipulateEggFullPR-v0-dqst,0.0005102040816326531,0.027744701530612235,0.000510204081632653,0.027744701530612235
NULL,NULL,0.001,HandManipulateEggFull-v0,be467df,zero,uniform,ddpg,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-HandManipulateEggFull-v0-ddpg,0.0006802721088435374,0.02295676193877551,0.0006802721088435376,0.022956761938775508
NULL,NULL,0.001,HandManipulateEggFull-v0,be467df,zero,uniform,qlst,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-HandManipulateEggFull-v0-qlst,0.0003401360544217687,0.023410930816326524,0.0003401360544217689,0.023410930816326513
NULL,NULL,0.001,HandManipulatePenRotatePR-v0,be467df,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-HandManipulatePenRotatePR-v0-dqst,0.009778911564625849,0.029618639183673478,0.00977891156462585,0.029618639183673474
NULL,NULL,0.001,HandManipulatePenRotate-v0,be467df,zero,uniform,ddpg,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-HandManipulatePenRotate-v0-ddpg,0.018622448979591838,0.028510619387755103,0.018622448979591828,0.0285106193877551
NULL,NULL,0.001,HandManipulatePenRotate-v0,be467df,zero,uniform,qlst,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-HandManipulatePenRotate-v0-qlst,0.019897959183673472,0.03103533020408163,0.019897959183673472,0.031035330204081637
NULL,NULL,0.001,HandReachPR-v0,be467df,zero,uniform,dqst,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-HandReachPR-v0-dqst,0.0,0.002276140338383838,0.0,0.002276140338383838
NULL,NULL,0.001,HandReach-v0,be467df,zero,uniform,ddpg,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-HandReach-v0-ddpg,0.0,0.0035327814067796616,0.0,0.0035327814067796625
NULL,NULL,0.001,HandReach-v0,be467df,zero,uniform,qlst,[],[],50,NULL,True,future,NULL,be467df-path_reward_low_thresh_alt-HandReach-v0-qlst,0.0,0.0032568234576271183,0.0,0.0032568234576271188
NULL,NULL,0.05,HandManipulateBlockPR-v0,d0a8dd4,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandManipulateBlockPR-v0-ddpg,0.00020938023450586268,0.020450998643216065,0.00020938023450586262,0.020450998643216065
NULL,NULL,0.05,HandManipulateBlockPR-v0,d0a8dd4,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandManipulateBlockPR-v0-dqst,0.006721105527638191,0.02243960316582914,0.006721105527638189,0.02243960316582914
NULL,NULL,0.05,HandManipulateBlockSparse-v0,d0a8dd4,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandManipulateBlockSparse-v0-ddpg,0.015221943048576214,0.02224604854271357,0.015221943048576207,0.02224604854271357
NULL,NULL,0.05,HandManipulateBlockSparse-v0,d0a8dd4,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandManipulateBlockSparse-v0-dqst,0.010741206030150755,0.02264214236180904,0.010741206030150755,0.022642142361809045
NULL,NULL,0.05,HandManipulateEggPR-v0,d0a8dd4,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandManipulateEggPR-v0-ddpg,8.375209380234506e-05,0.019589695477386933,8.375209380234505e-05,0.019589695477386933
NULL,NULL,0.05,HandManipulateEggPR-v0,d0a8dd4,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandManipulateEggPR-v0-dqst,nan,nan,nan,nan
NULL,NULL,0.05,HandManipulateEggSparse-v0,d0a8dd4,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandManipulateEggSparse-v0-ddpg,0.023178391959799,0.01851667349246231,0.023178391959798986,0.018516673492462308
NULL,NULL,0.05,HandManipulateEggSparse-v0,d0a8dd4,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandManipulateEggSparse-v0-dqst,0.018257956448911226,0.019841368140703523,0.018257956448911213,0.019841368140703513
NULL,NULL,0.05,HandManipulatePenPR-v0,d0a8dd4,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandManipulatePenPR-v0-ddpg,0.00033500837520938025,0.01664439246231155,0.00033500837520938025,0.016644392462311555
NULL,NULL,0.05,HandManipulatePenPR-v0,d0a8dd4,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandManipulatePenPR-v0-dqst,0.007328308207705192,0.022570259798994973,0.007328308207705192,0.02257025979899497
NULL,NULL,0.05,HandManipulatePenPR-v0,d0a8dd4,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandManipulatePenPR-v0-fwrl,0.00033500837520938025,0.016681872311557794,0.00033500837520938025,0.01668187231155779
NULL,NULL,0.05,HandManipulatePenSparse-v0,d0a8dd4,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandManipulatePenSparse-v0-ddpg,0.019891122278056953,0.02610909412060301,0.019891122278056957,0.026109094120603023
NULL,NULL,0.05,HandManipulatePenSparse-v0,d0a8dd4,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandManipulatePenSparse-v0-dqst,0.01978643216080402,0.02471231592964824,0.019786432160804023,0.02471231592964826
NULL,NULL,0.05,HandReachPR-v0,d0a8dd4,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandReachPR-v0-ddpg,0.0,0.005443462241379312,0.0,0.00544346224137931
NULL,NULL,0.05,HandReachPR-v0,d0a8dd4,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandReachPR-v0-dqst,0.029741379310344814,0.0032409487586206893,0.029741379310344828,0.0032409487586206893
NULL,NULL,0.05,HandReachPR-v0,d0a8dd4,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandReachPR-v0-fwrl,0.0,0.003090033793103448,0.0,0.003090033793103448
NULL,NULL,0.05,HandReachSparse-v0,d0a8dd4,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandReachSparse-v0-ddpg,0.00014367816091953782,0.00040201027586206866,0.00014367816091953782,0.0004020102758620685
NULL,NULL,0.05,HandReachSparse-v0,d0a8dd4,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandReachSparse-v0-dqst,0.0012931034482758555,0.0005839257068965517,0.0012931034482758553,0.0005839257068965517
NULL,NULL,0.05,HandReachSparse-v0,d0a8dd4,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,d0a8dd4-path_reward-HandReachSparse-v0-fwrl,0.005603448275862066,0.0005364475172413792,0.005603448275862066,0.0005364475172413791
NULL,NULL,0.05,HandManipulateBlockPR-v0,d5cefef,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulateBlockPR-v0-ddpg,0.0,0.0235293461016949,0.0,0.023529346101694902
NULL,NULL,0.05,HandManipulateBlockPR-v0,d5cefef,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulateBlockPR-v0-dqst,0.00268361581920904,0.026009865254237284,0.0026836158192090403,0.026009865254237284
NULL,NULL,0.05,HandManipulateBlockPR-v0,d5cefef,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulateBlockPR-v0-fwrl,0.0,0.02343271033898304,0.0,0.02343271033898304
NULL,NULL,0.05,HandManipulateBlockSparse-v0,d5cefef,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulateBlockSparse-v0-ddpg,0.004943502824858758,0.028650027966101704,0.004943502824858757,0.028650027966101697
NULL,NULL,0.05,HandManipulateBlockSparse-v0,d5cefef,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulateBlockSparse-v0-dqst,0.003036723163841809,0.028115820847457628,0.0030367231638418093,0.028115820847457625
NULL,NULL,0.05,HandManipulateBlockSparse-v0,d5cefef,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulateBlockSparse-v0-fwrl,0.00423728813559322,0.02521349923728813,0.0042372881355932195,0.025213499237288127
NULL,NULL,0.05,HandManipulateEggPR-v0,d5cefef,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulateEggPR-v0-ddpg,0.0,0.024022775593220334,0.0,0.02402277559322033
NULL,NULL,0.05,HandManipulateEggPR-v0,d5cefef,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulateEggPR-v0-dqst,0.004096045197740113,0.027348835762711868,0.004096045197740113,0.02734883576271187
NULL,NULL,0.05,HandManipulateEggPR-v0,d5cefef,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulateEggPR-v0-fwrl,0.0,0.023426062881355937,0.0,0.023426062881355934
NULL,NULL,0.05,HandManipulateEggSparse-v0,d5cefef,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulateEggSparse-v0-ddpg,0.01137005649717514,0.022978464576271177,0.01137005649717514,0.022978464576271177
NULL,NULL,0.05,HandManipulateEggSparse-v0,d5cefef,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulateEggSparse-v0-dqst,0.0069209039548022615,0.025522012881355922,0.006920903954802259,0.025522012881355916
NULL,NULL,0.05,HandManipulateEggSparse-v0,d5cefef,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulateEggSparse-v0-fwrl,0.009675141242937854,0.02431480288135594,0.009675141242937857,0.024314802881355943
NULL,NULL,0.05,HandManipulatePenPR-v0,d5cefef,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulatePenPR-v0-ddpg,0.0002824858757062147,0.014078085254237295,0.0002824858757062147,0.014078085254237292
NULL,NULL,0.05,HandManipulatePenPR-v0,d5cefef,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulatePenPR-v0-dqst,0.006426553672316384,0.01731599728813559,0.006426553672316383,0.017315997288135588
NULL,NULL,0.05,HandManipulatePenPR-v0,d5cefef,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulatePenPR-v0-fwrl,0.0002824858757062147,0.014210175932203379,0.0002824858757062147,0.014210175932203379
NULL,NULL,0.05,HandManipulatePenSparse-v0,d5cefef,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulatePenSparse-v0-ddpg,0.015254237288135592,0.025241875932203388,0.015254237288135599,0.025241875932203395
NULL,NULL,0.05,HandManipulatePenSparse-v0,d5cefef,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulatePenSparse-v0-dqst,0.014265536723163837,0.02165029245762712,0.014265536723163844,0.02165029245762712
NULL,NULL,0.05,HandManipulatePenSparse-v0,d5cefef,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandManipulatePenSparse-v0-fwrl,0.015112994350282486,0.022083188389830512,0.015112994350282492,0.022083188389830515
NULL,NULL,0.05,HandReachPR-v0,d5cefef,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandReachPR-v0-ddpg,0.0,0.002846672661016949,0.0,0.00284667266101695
NULL,NULL,0.05,HandReachPR-v0,d5cefef,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandReachPR-v0-dqst,0.031002824858757067,0.0027044005932203388,0.031002824858757064,0.0027044005932203388
NULL,NULL,0.05,HandReachPR-v0,d5cefef,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandReachPR-v0-fwrl,0.0,0.0016982431016949152,0.0,0.0016982431016949152
NULL,NULL,0.05,HandReachSparse-v0,d5cefef,NULL,uniform,ddpg,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandReachSparse-v0-ddpg,0.026200564971751415,0.0033727667542372886,0.026200564971751415,0.0033727667542372873
NULL,NULL,0.05,HandReachSparse-v0,d5cefef,NULL,uniform,dqst,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandReachSparse-v0-dqst,0.03086158192090396,0.0025564330932203393,0.030861581920903963,0.002556433093220339
NULL,NULL,0.05,HandReachSparse-v0,d5cefef,NULL,uniform,fwrl,[],[],50,NULL,True,future,NULL,d5cefef-path_reward-HandReachSparse-v0-fwrl,0.030367231638418084,0.002932472542372881,0.03036723163841808,0.0029324725423728816
