train/episode,stats_o/std,train/success_rate,test/mean_Q,test/reward_compute_count,stats_g/std,test/episode,stats_g/mean,train/critic_loss,test/success_rate,epoch,test/ag_g_dist,train/reward_compute_count,stats_o/mean
17400.0,0.9588768,0.055,-12.722209,174000.0,0.2258445,3480.0,0.38157192,0.50437665,0.21666666666666665,173,0.5286012,870000.0,0.18466227
17500.0,0.9591916,0.03833333333333334,-14.592305,175000.0,0.22581951,3500.0,0.38162753,0.3839233,0.16666666666666666,174,0.5856381,875000.0,0.18460329
17600.0,0.9595023,0.06166666666666667,-13.473989,176000.0,0.22577469,3520.0,0.38167882,0.5063024,0.17500000000000002,175,0.5596767,880000.0,0.18457466
17700.0,0.9598121,0.04833333333333334,-13.626648,177000.0,0.22575335,3540.0,0.38172302,0.40062034,0.20833333333333334,176,0.59663254,885000.0,0.18452929
17800.0,0.96011,0.055,-13.44456,178000.0,0.22572918,3560.0,0.38171387,0.40166843,0.16666666666666666,177,0.5585254,890000.0,0.18446378
17900.0,0.96040505,0.06,-13.369571,179000.0,0.22569554,3580.0,0.38172337,0.45399782,0.17500000000000002,178,0.5881429,895000.0,0.18441395
18000.0,0.96066827,0.03666666666666667,-13.530969,180000.0,0.22565365,3600.0,0.3817791,0.48453203,0.15,179,0.5546493,900000.0,0.18437822
18100.0,0.960982,0.045000000000000005,-12.434443,181000.0,0.22561236,3620.0,0.3818086,0.52585375,0.24166666666666667,180,0.5373569,905000.0,0.18432172
18200.0,0.96127063,0.041666666666666664,-14.566971,182000.0,0.22557385,3640.0,0.38186774,0.42439294,0.18333333333333335,181,0.6080669,910000.0,0.18430352
18300.0,0.961598,0.043333333333333335,-12.47905,183000.0,0.22554605,3660.0,0.3818988,0.57059073,0.2916666666666667,182,0.5026398,915000.0,0.18427457
18400.0,0.9618607,0.041666666666666664,-13.234586,184000.0,0.22552277,3680.0,0.38191548,0.41242287,0.19166666666666665,183,0.55768377,920000.0,0.18426095
18500.0,0.9621518,0.05666666666666667,-14.323433,185000.0,0.22549085,3700.0,0.38195586,0.4046038,0.14166666666666666,184,0.5894123,925000.0,0.18423492
18600.0,0.9624216,0.05000000000000001,-14.682954,186000.0,0.22549595,3720.0,0.38194928,0.41835237,0.2333333333333333,185,0.6349357,930000.0,0.18418865
18700.0,0.9626808,0.055,-13.8935,187000.0,0.22547619,3740.0,0.381982,0.51219773,0.2333333333333333,186,0.5659959,935000.0,0.18415411
18800.0,0.9629448,0.05499999999999999,-13.162753,188000.0,0.22542544,3760.0,0.38202676,0.5280587,0.16666666666666666,187,0.5681483,940000.0,0.18411206
18900.0,0.96322507,0.04666666666666667,-13.80603,189000.0,0.22538535,3780.0,0.38206443,0.5449696,0.225,188,0.58141136,945000.0,0.1840822
19000.0,0.96348697,0.05000000000000001,-13.780898,190000.0,0.2253731,3800.0,0.38209796,0.47054628,0.16666666666666666,189,0.5682426,950000.0,0.18403502
19100.0,0.96375865,0.061666666666666675,-12.389541,191000.0,0.22533686,3820.0,0.3821424,0.4890555,0.225,190,0.51154274,955000.0,0.1839907
19200.0,0.96399873,0.06666666666666667,-13.665404,192000.0,0.22530247,3840.0,0.38217518,0.45669279,0.19999999999999998,191,0.5781522,960000.0,0.18393648
19300.0,0.96424073,0.06333333333333334,-14.38189,193000.0,0.22526018,3860.0,0.38223317,0.43810597,0.16666666666666666,192,0.5703016,965000.0,0.18389206
19400.0,0.9644799,0.04666666666666667,-14.006494,194000.0,0.22525747,3880.0,0.382221,0.46296537,0.21666666666666667,193,0.56283265,970000.0,0.18384522
19500.0,0.96471137,0.05000000000000001,-13.671502,195000.0,0.22523539,3900.0,0.38224044,0.46944642,0.225,194,0.5610118,975000.0,0.18382029
19600.0,0.964973,0.04833333333333334,-14.518296,196000.0,0.22522597,3920.0,0.38226518,0.53535086,0.16666666666666666,195,0.5991028,980000.0,0.18379311
19700.0,0.96521944,0.06333333333333334,-14.153384,197000.0,0.22518124,3940.0,0.38229847,0.6486916,0.15,196,0.595053,985000.0,0.18375893
19800.0,0.9654667,0.04666666666666667,-13.163086,198000.0,0.22514103,3960.0,0.38234606,0.43337622,0.2333333333333333,197,0.534607,990000.0,0.18375552
19900.0,0.9657106,0.04666666666666667,-13.00751,199000.0,0.22514333,3980.0,0.38233355,0.40774372,0.21666666666666665,198,0.54915947,995000.0,0.18372111
20000.0,0.9659737,0.043333333333333335,-14.097386,200000.0,0.22510917,4000.0,0.3823168,0.7629957,0.19166666666666665,199,0.5778975,1000000.0,0.18368717
