test/mean_Q,train/reward_compute_count,test/success_rate,stats_g/std,train/success_rate,train/critic_loss,test/ag_g_dist,stats_o/mean,stats_g/mean,stats_o/std,train/episode,epoch,test/episode,test/reward_compute_count
-8.077474,860000.0,0.7416666666666666,0.17722094,0.21000000000000005,0.1846769,0.1535709,0.19356161,0.8232077,0.110772125,17200.0,171,3440.0,172000.0
-8.286815,865000.0,0.7166666666666668,0.17717265,0.215,0.40110803,0.17306411,0.19355834,0.82321066,0.11080882,17300.0,172,3460.0,173000.0
-7.531174,870000.0,0.7583333333333333,0.1771457,0.22166666666666668,0.27386686,0.14010917,0.19355981,0.8232133,0.1108701,17400.0,173,3480.0,174000.0
-7.787384,875000.0,0.7166666666666667,0.1771218,0.21999999999999997,0.30933607,0.14320414,0.19355555,0.8232076,0.11090312,17500.0,174,3500.0,175000.0
-7.767382,880000.0,0.6833333333333332,0.17709619,0.19500000000000003,0.4175156,0.15183207,0.19356672,0.823266,0.11094258,17600.0,175,3520.0,176000.0
-8.377645,885000.0,0.6666666666666666,0.17703533,0.21666666666666665,0.455299,0.16082318,0.1935727,0.823301,0.11093917,17700.0,176,3540.0,177000.0
-9.538428,890000.0,0.6333333333333333,0.17700964,0.20333333333333337,0.3824235,0.18926702,0.19356726,0.8233168,0.11097064,17800.0,177,3560.0,178000.0
-7.562592,895000.0,0.725,0.17695373,0.19833333333333333,0.39630115,0.15222931,0.19357282,0.8233681,0.11095128,17900.0,178,3580.0,179000.0
-9.313482,900000.0,0.6083333333333333,0.17692716,0.18666666666666668,0.55542386,0.18451238,0.19357784,0.8234012,0.110969506,18000.0,179,3600.0,180000.0
-8.047406,905000.0,0.6749999999999999,0.17692743,0.19166666666666665,0.5511053,0.15250547,0.19358341,0.8233867,0.11099555,18100.0,180,3620.0,181000.0
-9.830195,910000.0,0.5916666666666667,0.17692536,0.19666666666666668,0.5783874,0.22622178,0.19359201,0.82336706,0.1110109,18200.0,181,3640.0,182000.0
-8.761092,915000.0,0.6166666666666667,0.17686373,0.18833333333333332,0.23929453,0.15882073,0.19360141,0.8233679,0.11099853,18300.0,182,3660.0,183000.0
-9.691884,920000.0,0.6166666666666667,0.1768734,0.19833333333333333,0.2340049,0.19812189,0.19359857,0.82331496,0.11099567,18400.0,183,3680.0,184000.0
-10.8854475,925000.0,0.5499999999999999,0.17687704,0.18166666666666667,0.30657157,0.23139916,0.1935935,0.82328886,0.110971004,18500.0,184,3700.0,185000.0
-9.806182,930000.0,0.55,0.1768961,0.19833333333333333,0.35284147,0.21580155,0.19359092,0.8232339,0.110959806,18600.0,185,3720.0,186000.0
-9.986903,935000.0,0.5666666666666667,0.17688818,0.18499999999999997,0.44299877,0.19539623,0.19358231,0.8231687,0.11094314,18700.0,186,3740.0,187000.0
-9.867027,940000.0,0.5166666666666667,0.17681204,0.18333333333333335,0.2623234,0.23538685,0.19356154,0.8230801,0.11093589,18800.0,187,3760.0,188000.0
-10.90062,945000.0,0.625,0.17674045,0.16833333333333336,0.55548286,0.20263107,0.19356537,0.82307905,0.11092058,18900.0,188,3780.0,189000.0
-9.16778,950000.0,0.6333333333333333,0.17673977,0.19333333333333336,0.5425195,0.21090055,0.19355285,0.8230033,0.11087554,19000.0,189,3800.0,190000.0
-9.782805,955000.0,0.6166666666666667,0.17675923,0.19000000000000003,0.36216056,0.21234582,0.19353867,0.8229247,0.11090384,19100.0,190,3820.0,191000.0
-8.818502,960000.0,0.6916666666666668,0.17678522,0.21833333333333335,0.51936144,0.20394057,0.19351421,0.8228074,0.11090088,19200.0,191,3840.0,192000.0
-10.067124,965000.0,0.6166666666666667,0.17677993,0.19833333333333333,0.5856133,0.19847064,0.19350289,0.82273203,0.11089454,19300.0,192,3860.0,193000.0
-10.172374,970000.0,0.6416666666666666,0.17676224,0.22999999999999998,0.22359173,0.21477433,0.19348459,0.8226312,0.11087468,19400.0,193,3880.0,194000.0
-10.123065,975000.0,0.6583333333333333,0.17676811,0.18499999999999997,0.3598663,0.2220673,0.19346958,0.8225608,0.11087688,19500.0,194,3900.0,195000.0
-10.752851,980000.0,0.6,0.1767916,0.215,0.36224544,0.2209547,0.19345374,0.8224767,0.1109024,19600.0,195,3920.0,196000.0
-10.75796,985000.0,0.6333333333333333,0.17681092,0.20333333333333337,0.6336985,0.18961626,0.19343002,0.8223953,0.11095065,19700.0,196,3940.0,197000.0
-9.064996,990000.0,0.6833333333333332,0.17680429,0.18999999999999997,0.6571418,0.21067198,0.19342212,0.82235336,0.110985,19800.0,197,3960.0,198000.0
-10.534928,995000.0,0.6333333333333334,0.17677653,0.18166666666666667,0.7395704,0.18654823,0.1934207,0.82233495,0.1110188,19900.0,198,3980.0,199000.0
-10.623107,1000000.0,0.6666666666666666,0.17672609,0.20000000000000004,0.28234598,0.22129762,0.1934162,0.8223533,0.11108021,20000.0,199,4000.0,200000.0
