train/reward_compute_count,stats_g/std,test/mean_Q,stats_g/mean,test/episode,test/ag_g_dist,train/success_rate,stats_o/mean,epoch,test/success_rate,test/reward_compute_count,train/critic_loss,train/episode,stats_o/std
955000.0,0.23125501,-49.868546,0.37396798,3820.0,1.0236299,0.0,0.19880956,190,0.0,191000.0,0.0048310203,19100.0,0.7108867
960000.0,0.23125134,-49.875122,0.37396264,3840.0,1.0352019,0.0,0.19881326,191,0.0,192000.0,0.002401285,19200.0,0.71085435
965000.0,0.23123531,-49.937637,0.37401223,3860.0,1.0026053,0.0,0.19881898,192,0.008333333333333333,193000.0,0.00021603737,19300.0,0.7108352
970000.0,0.23123805,-49.97411,0.37400267,3880.0,1.0341107,0.0,0.19881739,193,0.0,194000.0,0.002188194,19400.0,0.7108273
975000.0,0.23126505,-49.840603,0.37398496,3900.0,1.0341147,0.0016666666666666668,0.19882214,194,0.0,195000.0,0.006131924,19500.0,0.7108124
980000.0,0.23126818,-49.950413,0.3739957,3920.0,1.0791453,0.0,0.19882794,195,0.0,196000.0,0.00022642942,19600.0,0.7108104
985000.0,0.23126988,-49.9108,0.3739833,3940.0,1.06249,0.0,0.1988219,196,0.0,197000.0,0.00028487077,19700.0,0.7108164
990000.0,0.23125131,-49.919353,0.37399945,3960.0,1.0040568,0.0,0.19883509,197,0.0,198000.0,0.00043138888,19800.0,0.7108209
995000.0,0.2312607,-49.918377,0.37399635,3980.0,1.0411533,0.0,0.19883412,198,0.0,199000.0,0.0008151752,19900.0,0.71081156
1000000.0,0.23125519,-49.966442,0.37395588,4000.0,1.0585967,0.0,0.19882585,199,0.0,200000.0,8.9357105e-05,20000.0,0.7107889
